N3001_GL  9 46 18 -30 26 0
N3003_GL  9 48 36  33 25 0
N3011_GL  9 49 42  32 13 0
N3016_GL  9 49 42  12 42 0
N3020_GL  9 50 6  12 49 0
N3021_GL  9 51 0  33 33 0
N3023_GL  9 49 54  0  37 0
N3024_GL  9 50 30  12 46 0
N3026_GL  9 50 54  28 33 0
N3027_GL  9 55 42  72 12 0
N3031_GL  9 55 36  69  4 0
N3032_GL  9 52 6  29 14 0
N3033_OC  9 48 48 -56 25 0
N3034_GL  9 55 48  69 41 0
N3035_GL  9 51 48  -6 49 0
N3038_GL  9 51 18 -32 45 0
N3039_GL  9 52 30   2  9 0
N3041_GL  9 53 6  16 41 0
N3043_GL  9 56 12  59 18 0
N3044_GL  9 53 42   1 35 0
N3049_GL  9 54 48   9 16 0
N3052_GL  9 54 30 -18 38 0
N3053_GL  9 55 36  16 26 0
N3054_GL  9 54 30 -25 42 0
N3055_GL  9 55 18   4 16 0
N3056_GL  9 54 30 -28 18 0
N3057_GL 10  5 36  80 17 0
N3059_GL  9 50 12 -73 55 0
N3061_GL  9 56 12  75 52 0
N3065_GL 10  1 54  72 10 0
N3066_GL 10  2 12  72  7 0
N3067_GL  9 58 24  32 22 0
N3070_GL  9 58 0  10 22 0
N3072_GL  9 57 36 -19 21 0
N3073_GL 10  0 54  55 37 0
N3074_GL  9 59 42  35 24 0
N3077_GL 10  3 18  68 44 0
N3078_GL  9 58 24 -26 56 0
N3079_GL 10  2 0  55 41 0
N3081_GL  9 59 30 -22 50 0
N3087_GL  9 59 12 -34 13 0
N3089_GL  9 59 36 -28 20 0
N3091_GL 10  0 12 -19 38 0
N3094_GL 10  1 30  15 47 0
N3095_GL 10  0 6 -31 33 0
N3098_GL 10  2 18  24 43 0
N3100_GL 10  0 42 -31 40 0
N3104_GL 10  3 54  40 45 0
N3105_OC 10  0 48 -54 46 0
N3107_GL 10  3 18  13 38 0
N3108_GL 10  2 36 -31 41 0
N3109_GL 10  3 6 -26  9 0
N3110_GL 10  4 6  -6 28 0
N3113_GL 10  4 24 -28 27 0
N3114_OC 10  2 42 -60  7 0
N3115_GL 10  5 12  -7 43 0
N3124_GL 10  6 42 -19 13 0
N3125_GL 10  6 36 -29 56 0
N3126_GL 10  8 12  31 52 0
N3132_PN 10  7 0 -40 26 0
N3136_GL 10  5 48 -67 23 0
N3137_GL 10  9 12 -29  4 0
N3140_GL 10  9 30 -16 37 0
N3144_GL 10 15 30  74 13 0
N3145_GL 10 10 12 -12 26 0
N3146_GL 10 11 12 -20 52 0
N3147_GL 10 16 54  73 24 0
N3149_GL 10  3 48 -80 25 0
N3151_GL 10 13 30  38 37 0
N3152_GL 10 13 36  38 50 0
N3153_GL 10 12 54  12 40 0
N3156_GL 10 12 42   3  8 0
N3158_GL 10 13 48  38 46 0
N3159_GL 10 13 54  38 39 0
N3161_GL 10 14 0  38 39 0
N3162_GL 10 13 30  22 44 0
N3163_GL 10 14 6  38 39 0
N3165_GL 10 13 30   3 23 0
N3166_GL 10 13 48   3 26 0
N3169_GL 10 14 12   3 28 0
N3172_GL 11 50 0  89  7 0
N3175_GL 10 14 42 -28 52 0
N3177_GL 10 16 36  21  7 0
N3178_GL 10 16 6 -15 47 0
N3182_GL 10 19 30  58 12 0
N3183_GL 10 21 48  74 10 0
N3184_GL 10 18 18  41 25 0
N3185_GL 10 17 36  21 41 0
N3187_GL 10 17 48  21 52 0
N3188_GL 10 19 42  57 25 0
N3189_GL 10 18 12  21 50 0
N3190_GL 10 18 6  21 50 0
N3193_GL 10 18 24  21 54 0
N3198_GL 10 19 54  45 33 0
N3199_DN 10 17 6 -57 55 0
N3200_GL 10 18 36 -17 59 0
N3201_GC 10 17 36 -46 25 0
N3202_GL 10 20 30  43  1 0
N3203_GL 10 19 36 -26 42 0
N3206_GL 10 21 48  56 56 0
N3208_GL 10 19 42 -25 51 0
N3211_PN 10 17 48 -62 40 0
N3213_GL 10 21 18  19 39 0
N3214_GL 10 23 6  57  2 0
N3220_GL 10 23 42  57  2 0
N3221_GL 10 22 18  21 34 0
N3222_GL 10 22 36  19 53 0
N3223_GL 10 21 36 -34 16 0
N3225_GL 10 25 6  58  9 0
N3226_GL 10 23 24  19 54 0
N3227_GL 10 23 30  19 52 0
N3228_OC 10 21 48 -51 43 0
N3238_GL 10 26 42  57 14 0
N3239_GL 10 25 6  17 10 0
N3241_GL 10 24 18 -32 29 0
N3242_PN 10 24 48 -18 38 0
N3244_GL 10 25 30 -39 50 0
N3245_GL 10 27 18  28 30 0
N3246_GL 10 26 42   3 52 0
N3247_DN 10 25 54 -57 56 0
N3250_GL 10 26 30 -39 57 0
N3252_GL 10 34 24  73 46 0
N3253_GL 10 28 30  12 42 0
N3254_GL 10 29 18  29 30 0
N3255_OC 10 26 30 -60 40 0
N3256_GL 10 27 48 -43 54 0
N3257_GL 10 28 48 -35 40 0
N3258_GL 10 28 54 -35 36 0
N3259_GL 10 32 36  65  3 0
N3260_GL 10 29 6 -35 36 0
N3261_GL 10 29 0 -44 39 0
N3262_GL 10 29 12 -44 10 0
N3263_GL 10 29 18 -44  8 0
N3264_GL 10 32 24  56  5 0
N3265_GL 10 31 6  28 48 0
N3266_GL 10 33 18  64 45 0
N3267_GL 10 29 48 -35 19 0
N3268_GL 10 30 0 -35 20 0
N3269_GL 10 30 0 -35 13 0
N3271_GL 10 30 30 -35 22 0
N3273_GL 10 30 30 -35 37 0
N3274_GL 10 32 18  27 40 0
N3275_GL 10 30 54 -36 44 0
N3277_GL 10 32 54  28 31 0
N3281_GL 10 31 54 -34 51 0
N3285_GL 10 33 36 -27 27 0
N3287_GL 10 34 48  21 39 0
N3288_GL 10 36 24  58 33 0
N3289_GL 10 34 12 -35 20 0
N3290_GL 10 35 6 -17 16 0
N3291_GL 10 36 6  37 15 0
N3293_DN 10 35 48 -58 14 0
N3294_GL 10 36 18  37 20 0
N3299_GL 10 36 24  12 42 0
N3300_GL 10 36 36  14 10 0
N3301_GL 10 36 54  21 53 0
N3303_GL 10 37 6  18  8 0
N3304_GL 10 37 36  37 27 0
N3306_GL 10 37 12  12 39 0
N3307_GL 10 36 18 -27 32 0
N3308_GL 10 36 24 -27 26 0
N3309_GL 10 36 36 -27 31 0
N3310_GL 10 38 42  53 30 0
N3311_GL 10 36 42 -27 32 0
N3312_GL 10 37 0 -27 34 0
N3313_GL 10 37 30 -25 19 0
N3314_GL 10 37 12 -27 41 0
N3316_GL 10 37 36 -27 36 0
N3318_GL 10 37 18 -41 38 0
N3319_GL 10 39 12  41 41 0
N3320_GL 10 39 36  47 24 0
N3321_GL 10 38 48 -11 39 0
N3324_DN 10 37 18 -58 38 0
N3329_GL 10 44 42  76 49 0
N3330_OC 10 38 36 -54  9 0
N3332_GL 10 40 24   9 11 0
N3336_GL 10 40 18 -27 46 0
N3338_GL 10 42 6  13 45 0
N3340_GL 10 42 18 -0  -23 0
N3343_GL 10 46 6  73 21 0
N3344_GL 10 43 30  24 55 0
N3346_GL 10 43 42  14 52 0
N3347_GL 10 42 48 -36 22 0
N3348_GL 10 47 12  72 50 0
N3351_GL 10 44 0  11 42 0
N3353_GL 10 45 24  55 58 0
N3356_GL 10 44 12   6 45 0
N3357_GL 10 44 24  14  5 0
N3358_GL 10 43 36 -36 23 0
N3359_GL 10 46 36  63 13 0
N3362_GL 10 44 48   6 36 0
N3364_GL 10 48 30  72 25 0
N3365_GL 10 46 18   1 49 0
N3367_GL 10 46 36  13 45 0
N3368_GL 10 46 48  11 49 0
N3370_GL 10 47 6  17 16 0
