N5000_GL 13  9 48  28 54 0
N5004_GL 13 11 6  29 38 0
N5005_GL 13 10 54  37  3 0
N5011_GL 13 12 54 -43  6 0
N5012_GL 13 11 36  22 55 0
N5014_GL 13 11 30  36 17 0
N5015_GL 13 12 24  -4 19 0
N5016_GL 13 12 6  24  6 0
N5017_GL 13 12 54 -16 46 0
N5018_GL 13 13 0 -19 31 0
N5020_GL 13 12 36  12 36 0
N5022_GL 13 13 30 -19 33 0
N5023_GL 13 12 12  44  2 0
N5024_GC 13 12 54  18 10 0
N5026_GL 13 14 12 -42 58 0
N5028_GL 13 13 48 -13  3 0
N5030_GL 13 13 54 -16 30 0
N5032_GL 13 13 24  27 48 0
N5033_GL 13 13 24  36 36 0
N5035_GL 13 14 48 -16 30 0
N5037_GL 13 15 0 -16 35 0
N5042_GL 13 15 30 -23 59 0
N5044_GL 13 15 24 -16 23 0
N5046_GL 13 15 48 -16 20 0
N5047_GL 13 15 48 -16 31 0
N5049_GL 13 16 0 -16 24 0
N5051_GL 13 16 18 -28 17 0
N5053_GC 13 16 24  17 42 0
N5054_GL 13 17 0 -16 38 0
N5055_GL 13 15 48  42  2 0
N5056_GL 13 16 12  30 56 0
N5061_GL 13 18 6 -26 50 0
N5064_GL 13 19 0 -47 55 0
N5068_GL 13 18 54 -21  2 0
N5073_GL 13 19 24 -14 52 0
N5074_GL 13 18 24  31 28 0
N5076_GL 13 19 24 -12 45 0
N5077_GL 13 19 30 -12 39 0
N5078_GL 13 19 48 -27 24 0
N5079_GL 13 19 36 -12 42 0
N5082_GL 13 20 54 -43 42 0
N5084_GL 13 20 18 -21 50 0
N5085_GL 13 20 18 -24 26 0
N5087_GL 13 20 24 -20 37 0
N5088_GL 13 20 18 -12 34 0
N5089_GL 13 19 36  30 15 0
N5090_GL 13 21 6 -43 44 0
N5091_GL 13 21 12 -43 44 0
N5101_GL 13 21 48 -27 26 0
N5102_GL 13 22 0 -36 38 0
N5103_GL 13 20 30  43  4 0
N5105_GL 13 21 48 -13 13 0
N5107_GL 13 21 24  38 32 0
N5109_GL 13 20 54  57 39 0
N5111_GL 13 22 48 -12 58 0
N5112_GL 13 21 54  38 44 0
N5116_GL 13 22 54  26 59 0
N5117_GL 13 23 0  28 19 0
N5120_OC 13 26 6 -63 25 0
N5121_GL 13 24 48 -37 41 0
N5123_GL 13 23 12  43  4 0
N5124_GL 13 24 48 -30 19 0
N5125_GL 13 23 54   9 42 0
N5127_GL 13 23 48  31 34 0
N5128_GL 13 25 30 -43  1 0
N5129_GL 13 24 6  13 59 0
N5134_GL 13 25 18 -21  8 0
N5135_GL 13 25 42 -29 50 0
N5138_OC 13 27 18 -59  1 0
N5139_GC 13 26 48 -47 29 0
N5140_GL 13 26 18 -33 53 0
N5141_GL 13 24 54  36 23 0
N5142_GL 13 25 0  36 24 0
N5144_GL 13 22 54  70 31 0
N5145_GL 13 25 12  43 15 0
N5147_GL 13 26 18   2  6 0
N5148_GL 13 26 36   2 19 0
N5150_GL 13 27 36 -29 34 0
N5156_GL 13 28 42 -48 55 0
N5161_GL 13 29 12 -33 10 0
N5164_GL 13 27 12  55 29 0
N5168_OC 13 31 12 -60 56 0
N5169_GL 13 28 12  46 40 0
N5170_GL 13 29 48 -17 58 0
N5172_GL 13 29 18  17  3 0
N5173_GL 13 28 24  46 36 0
N5174_GL 13 29 18  11  0 0
N5175_GL 13 29 18  11  0 0
N5182_GL 13 30 42 -28  8 0
N5183_GL 13 30 6  -1 44 0
N5184_GL 13 30 12  -1 41 0
N5188_GL 13 31 18 -34 47 0
N5189_PN 13 33 30 -65 59 0
N5190_GL 13 30 36  18  8 0
N5193_GL 13 31 54 -33 14 0
N5194_GL 13 29 54  47 12 0
N5195_GL 13 30 0  47 16 0
